"No.","Player","Pos.x","Ht","Wt","Birth.Date","X.","Exp","College","playerurls","Salary","Season","Age","Tm","Lg","Pos.y","G","GS","MP","FG","FGA","FG%","3P","3PA","3P%","2P","2PA","2P%","eFG%","FT","FTA","FT%","ORB","DRB","TRB","AST","STL","BLK","TOV","PF","PTS","CareerG","CareerGS","CareerMP","CareerFG","CareerFGA","Career3P","Career3PA","Career2P","Career2PA","CareerFT","CareerFTA","CareerORB","CareerDRB","CareerTRB","CareerAST","CareerSTL","CareerBLK","CareerTOV","CareerPF","CareerPTS","PlayoffSeason","PlayoffAge","PlayoffTm","PlayoffLg","PlayoffPos","PlayoffG","PlayoffGS","PlayoffMP","PlayoffFG","PlayoffFGA","PlayoffFG%","Playoff3P","Playoff3PA","Playoff3P%","Playoff2P","Playoff2PA","Playoff2P%","PlayoffeFG%","PlayoffFT","PlayoffFTA","PlayoffFT%","PlayoffORB","PlayoffDRB","PlayoffTRB","PlayoffAST","PlayoffSTL","PlayoffBLK","PlayoffTOV","PlayoffPF","PlayoffPTS","CareerPlayoffG","CareerPlayoffGS","CareerPlayoffMP","CareerPlayoffFG","CareerPlayoffFGA","CareerPlayoff3P","CareerPlayoff3PA","CareerPlayoff2P","CareerPlayoff2PA","CareerPlayoffFT","CareerPlayoffFTA","CareerPlayoffORB","CareerPlayoffDRB","CareerPlayoffTRB","CareerPlayoffAST","CareerPlayoffSTL","CareerPlayoffBLK","CareerPlayoffTOV","CareerPlayoffPF","CareerPlayoffPTS"
43,"Anthony Tolliver","PF","6-8",240,"June 1, 1985","us",6,"Creighton University","http://www.basketball-reference.com/players/t/tollian01.html",3e+06,"2013-14",28,"CHA","NBA","PF",64,9,1298,129,307,0.42,102,247,0.413,27,60,0.45,0.586,33,41,0.805,33,135,168,42,19,15,23,82,393,307,53,6140,635,1532,278,789,357,743,331,422,302,830,1132,282,117,108,196,523,1879,"2013-14",28,"CHA","NBA","PF",4,0,21,1,2,0.5,1,2,0.5,0,0,0,0.75,3,3,1,1,3,4,1,0,0,0,2,6,10,0,89,9,16,8,13,1,3,4,6,4,9,13,2,1,1,1,9,30
20,"Archie Goodwin","SG","6-5",200,"August 17, 1994","us",1,"University of Kentucky","http://www.basketball-reference.com/players/g/goodwar01.html",1112280,"2013-14",19,"PHO","NBA","SG",52,0,533,76,167,0.455,5,36,0.139,71,131,0.542,0.47,37,55,0.673,25,62,87,20,20,11,44,45,194,52,0,533,76,167,5,36,71,131,37,55,25,62,87,20,20,11,44,45,194,"0",0,"0","0","0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
50,"Arinze Onuaku","C","6-9",255,"July 13, 1987","us",1,"Syracuse University","http://www.basketball-reference.com/players/o/onuakar01.html",43226,"2013-14",26,"TOT","NBA","PF",5,0,30,1,5,0.2,0,0,0,1,5,0.2,0.2,1,2,0.5,2,6,8,3,0,0,1,3,3,5,0,30,1,5,0,0,1,5,1,2,2,6,8,3,0,0,1,3,3,"0",0,"0","0","0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16,"Aron Baynes","C","6-10",260,"December 9, 1986","nz",2,"Washington State University","http://www.basketball-reference.com/players/b/baynear01.html",2077000,"2013-14",27,"SAS","NBA","C",53,4,491,71,163,0.436,0,0,0,71,163,0.436,0.436,19,21,0.905,57,88,145,34,2,5,36,77,161,69,4,632,89,199,0,1,89,198,26,33,69,108,177,39,3,11,47,100,204,"2013-14",27,"SAS","NBA","C",14,0,101,12,24,0.5,0,1,0,12,23,0.522,0.5,8,10,0.8,12,19,31,0,3,0,7,15,32,18,1,124,16,31,0,1,16,30,8,10,14,22,36,0,3,0,8,19,40
10,"Arron Afflalo","SG","6-5",210,"October 15, 1985","us",7,"University of California, Los Angeles","http://www.basketball-reference.com/players/a/afflaar01.html",7750000,"2013-14",28,"ORL","NBA","SG",73,73,2552,464,1011,0.459,128,300,0.427,336,711,0.473,0.522,274,336,0.815,32,230,262,248,35,3,146,136,1330,499,360,13694,2004,4368,554,1413,1450,2955,998,1225,271,1201,1472,1005,250,109,591,1012,5560,"0",0,"0","0","0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,16,584,79,179,15,58,64,121,31,39,7,47,54,40,10,6,20,59,204
3,"Austin Daye","SF","6-11",220,"June 5, 1988","us",5,"Gonzaga University","http://www.basketball-reference.com/players/d/dayeau01.html",1188488,"2013-14",25,"TOT","NBA","SF",22,1,148,24,68,0.353,12,37,0.324,12,31,0.387,0.441,6,10,0.6,5,22,27,8,4,4,5,18,66,259,25,3788,517,1269,164,464,353,805,195,251,133,556,689,195,104,112,181,441,1393,"2013-14",25,"SAS","NBA","SF",1,0,6,0,2,0,0,0,0,0,2,0,0,0,0,0,0,1,1,0,0,0,0,0,0,5,0,26,3,10,0,1,3,9,1,1,0,2,2,0,0,1,1,2,7
25,"Austin Rivers","PG","6-4",200,"August 1, 1992","us",2,"Duke University","http://www.basketball-reference.com/players/r/riverau01.html",2439840,"2013-14",21,"NOP","NBA","PG",69,4,1339,192,474,0.405,36,99,0.364,156,375,0.416,0.443,110,173,0.636,26,103,129,160,45,9,77,134,530,130,30,2757,337,864,64,185,273,679,169,281,42,196,238,287,71,18,151,256,907,"0",0,"0","0","0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,"Avery Bradley","SG","6-2",180,"November 26, 1990","us",4,"University of Texas at Austin","http://www.basketball-reference.com/players/b/bradlav01.html",7191011,"2013-14",23,"BOS","NBA","PG",60,58,1855,361,825,0.438,79,200,0.395,282,625,0.451,0.485,90,112,0.804,48,178,226,85,63,11,96,145,891,205,136,4820,776,1772,141,385,635,1387,195,251,116,353,469,288,179,42,259,403,1888,"0",0,"0","0","0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,16,439,42,110,7,30,35,80,16,22,6,27,33,16,19,7,21,31,107
7,"Ben Gordon","SG","6-3",200,"April 4, 1983","gb",10,"University of Connecticut","http://www.basketball-reference.com/players/g/gordobe01.html",4500000,"2013-14",30,"CHA","NBA","SG",19,0,279,37,108,0.343,8,29,0.276,29,79,0.367,0.38,17,21,0.81,3,24,27,21,10,2,21,18,99,688,269,19576,3802,8797,1136,2824,2666,5973,1995,2327,327,1461,1788,1818,494,113,1496,1660,10735,"0",0,"0","0","0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,24,1097,186,461,63,164,123,297,152,181,23,71,94,92,23,4,72,86,587
23,"Ben McLemore","SG","6-5",195,"February 11, 1993","us",1,"University of Kansas","http://www.basketball-reference.com/players/m/mclembe01.html",3026280,"2013-14",20,"SAC","NBA","SG",82,55,2187,255,679,0.376,95,297,0.32,160,382,0.419,0.446,115,143,0.804,53,182,235,82,45,18,96,201,720,82,55,2187,255,679,95,297,160,382,115,143,53,182,235,82,45,18,96,201,720,"0",0,"0","0","0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19,"Beno Udrih","PG","6-3",205,"July 5, 1982","si",10,"","http://www.basketball-reference.com/players/u/udrihbe01.html",2077000,"2013-14",31,"TOT","NBA","SG",41,12,643,78,178,0.438,19,42,0.452,59,136,0.434,0.492,25,30,0.833,10,49,59,116,23,4,47,50,200,669,255,15424,2316,5022,413,1161,1903,3861,870,1053,274,1166,1440,2391,503,62,1001,1107,5915,"2013-14",31,"MEM","NBA","SG",7,0,115,21,45,0.467,4,12,0.333,17,33,0.515,0.511,9,13,0.692,2,10,12,12,3,0,9,11,55,43,0,423,59,159,15,57,44,102,27,34,8,26,34,43,12,1,35,41,160
55,"Bernard James","C","6-10",240,"February 7, 1985","us",2,"Florida State University","http://www.basketball-reference.com/players/j/jamesbe01.html",1152109,"2013-14",28,"DAL","NBA","C",30,0,146,11,23,0.478,0,1,0,11,22,0.5,0.478,6,11,0.545,15,27,42,3,3,8,10,24,28,76,11,603,64,126,0,3,64,123,31,52,67,106,173,9,15,46,28,88,159,"2013-14",28,"DAL","NBA","C",2,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,2,0,8,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0
8,"Bismack Biyombo","C","6-9",255,"August 28, 1992","cd",3,"","http://www.basketball-reference.com/players/b/biyombi01.html",3873398,"2013-14",21,"CHA","NBA","C",77,9,1072,88,144,0.611,0,0,0,88,144,0.611,0.611,46,89,0.517,105,261,366,8,7,86,40,124,222,220,115,4713,373,768,0,0,373,768,189,374,412,904,1316,70,55,344,193,464,935,"2013-14",21,"CHA","NBA","C",3,1,48,3,5,0.6,0,0,0,3,5,0.6,0.6,2,6,0.333,5,6,11,1,0,2,0,4,8,3,1,48,3,5,0,0,3,5,2,6,5,6,11,1,0,2,0,4,8
32,"Blake Griffin","PF","6-10",251,"March 16, 1989","us",4,"University of Oklahoma","http://www.basketball-reference.com/players/g/griffbl01.html",17674612,"2013-14",24,"LAC","NBA","PF",80,80,2863,718,1359,0.528,12,44,0.273,706,1315,0.537,0.533,482,674,0.715,192,565,757,309,92,51,224,265,1930,308,308,10965,2552,4829,26,112,2526,4717,1453,2263,866,2259,3125,1130,306,194,782,964,6583,"2013-14",24,"LAC","NBA","PF",13,13,478,117,234,0.5,1,7,0.143,116,227,0.511,0.502,71,96,0.74,35,61,96,50,16,14,31,54,306,30,29,1029,230,466,1,8,229,458,134,188,62,143,205,92,36,29,69,119,595
33,"Boris Diaw","PF","6-8",250,"April 16, 1982","fr",11,"","http://www.basketball-reference.com/players/d/diawbo01.html",7500000,"2013-14",31,"SAS","NBA","PF",79,24,1974,302,580,0.521,45,112,0.402,257,468,0.549,0.559,68,92,0.739,74,252,326,222,44,32,121,140,717,834,512,24115,3166,6369,376,1094,2790,5275,900,1266,1076,2819,3895,3105,568,457,1587,1936,7608,"2013-14",31,"SAS","NBA","PF",23,3,604,80,160,0.5,18,45,0.4,62,115,0.539,0.556,33,48,0.688,25,86,111,78,14,3,29,44,211,92,44,2584,369,724,36,105,333,619,132,181,127,310,437,314,58,41,152,216,906
3,"Bradley Beal","SG","6-5",207,"June 28, 1993","us",2,"University of Florida","http://www.basketball-reference.com/players/b/bealbr01.html",4505280,"2013-14",20,"WAS","NBA","SG",73,73,2530,481,1149,0.419,138,343,0.402,343,806,0.426,0.479,149,189,0.788,54,219,273,243,71,18,128,153,1249,129,119,4275,763,1836,229,579,534,1257,274,348,97,387,484,380,121,47,218,266,2029,"2013-14",20,"WAS","NBA","SG",11,11,458,75,177,0.424,22,53,0.415,53,124,0.427,0.486,39,49,0.796,15,40,55,50,18,7,23,31,211,11,11,458,75,177,22,53,53,124,39,49,15,40,55,50,18,7,23,31,211
12,"Brandan Wright","PF","6-10",210,"October 5, 1987","us",6,"University of North Carolina","http://www.basketball-reference.com/players/w/wrighbr03.html",5e+06,"2013-14",26,"DAL","NBA","C",58,0,1077,224,331,0.677,0,0,0,224,331,0.677,0.677,77,106,0.726,102,142,244,31,32,55,35,94,525,285,47,4460,861,1443,0,8,861,1435,299,440,380,643,1023,124,119,270,140,377,2021,"2013-14",26,"DAL","NBA","C",6,0,90,15,18,0.833,0,0,0,15,18,0.833,0.833,3,6,0.5,5,7,12,8,2,6,2,8,33,10,0,117,17,23,0,0,17,23,4,8,7,10,17,8,3,7,5,12,38
30,"Brandon Bass","PF","6-8",250,"April 30, 1985","us",9,"Louisiana State University","http://www.basketball-reference.com/players/b/bassbr01.html",6900000,"2013-14",28,"BOS","NBA","PF",82,73,2266,352,725,0.486,2,6,0.333,350,719,0.487,0.487,205,239,0.858,161,309,470,87,36,71,102,190,911,558,240,12562,1933,3939,2,21,1931,3918,1076,1290,853,1783,2636,409,207,381,564,1065,4944,"0",0,"0","0","0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54,31,1318,168,351,0,1,168,350,140,154,81,172,253,34,29,23,35,110,476
7,"Brandon Jennings","PG","6-1",170,"September 23, 1989","us",5,"","http://www.basketball-reference.com/players/j/jennibr01.html",8e+06,"2013-14",24,"DET","NBA","PG",80,79,2728,423,1135,0.373,154,457,0.337,269,678,0.397,0.441,241,321,0.751,59,185,244,609,101,8,215,157,1241,371,368,12796,2201,5645,699,1997,1502,3648,1086,1360,258,974,1232,2270,530,79,910,748,6187,"0",0,"0","0","0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,11,382,66,177,18,69,48,108,34,44,6,24,30,41,17,5,19,25,184
11,"Brandon Knight","PG","6-3",189,"December 2, 1991","us",3,"University of Kentucky","http://www.basketball-reference.com/players/k/knighbr03.html",3553917,"2013-14",22,"MIL","NBA","PG",72,69,2400,461,1092,0.422,110,338,0.325,351,754,0.466,0.473,259,323,0.802,46,209,255,352,69,17,188,146,1291,213,204,6894,1137,2739,335,941,802,1798,528,685,133,580,713,906,176,35,564,457,3137,"0",0,"0","0","0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,"Brandon Rush","SG","6-6",220,"July 7, 1985","us",6,"University of Kansas","http://www.basketball-reference.com/players/r/rushbr01.html",1145685,"2013-14",28,"UTA","NBA","SG",38,0,418,30,90,0.333,16,47,0.34,14,43,0.326,0.422,3,5,0.6,5,39,44,24,5,9,20,31,79,329,105,8208,1028,2360,410,1002,618,1358,252,351,146,946,1092,354,175,204,328,494,2718,"0",0,"0","0","0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,55,6,13,3,4,3,9,1,2,0,7,7,3,1,1,1,5,16
22,"Brian Roberts","PG","6-1",173,"December 3, 1985","us",2,"University of Dayton","http://www.basketball-reference.com/players/r/roberbr01.html",2732000,"2013-14",28,"NOP","NBA","PG",72,42,1667,244,581,0.42,64,178,0.36,180,403,0.447,0.475,125,133,0.94,17,119,136,234,43,7,95,132,677,150,47,2991,457,1092,123,331,334,761,195,210,34,199,233,453,80,10,166,240,1232,"0",0,"0","0","0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11,"Brook Lopez","C","7-0",275,"April 1, 1988","us",6,"Stanford University","http://www.basketball-reference.com/players/l/lopezbr01.html",15719063,"2013-14",25,"BRK","NBA","C",17,17,533,129,229,0.563,0,1,0,129,228,0.566,0.563,94,115,0.817,39,63,102,16,9,30,28,52,352,342,335,11339,2392,4682,0,7,2392,4675,1384,1754,947,1547,2494,494,189,598,692,960,6168,"0",0,"0","0","0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,7,263,58,123,1,1,57,122,39,44,29,23,52,10,6,21,16,20,156
24,"Carl Landry","PF","6-9",248,"September 19, 1983","us",7,"Purdue University","http://www.basketball-reference.com/players/l/landrca01.html",6500000,"2013-14",30,"SAC","NBA","PF",18,1,233,31,60,0.517,0,0,0,31,60,0.517,0.517,14,17,0.824,15,42,57,5,3,1,9,34,76,407,66,9763,1757,3279,3,17,1754,3262,1170,1491,846,1273,2119,297,189,177,527,1007,4687,"0",0,"0","0","0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37,9,805,133,264,0,2,133,262,102,137,64,107,171,26,22,13,47,89,368
5,"Carlos Boozer","PF","6-9",258,"November 20, 1981","de",12,"Duke University","http://www.basketball-reference.com/players/b/boozeca01.html",16800000,"2013-14",32,"CHI","NBA","PF",76,76,2141,447,980,0.456,0,2,0,447,978,0.457,0.456,148,193,0.767,137,495,632,118,53,22,154,216,1042,790,749,25209,5476,10478,1,14,5475,10464,2187,3008,1926,5784,7710,1833,724,334,1732,2428,13140,"2013-14",32,"CHI","NBA","PF",5,5,121,20,47,0.426,0,0,0,20,47,0.426,0.426,8,9,0.889,8,31,39,5,1,0,7,13,48,83,83,2942,583,1208,0,2,583,1206,254,350,234,686,920,194,60,26,213,273,1420
7,"Carmelo Anthony","SF","6-8",240,"May 29, 1984","us",11,"Syracuse University","http://www.basketball-reference.com/players/a/anthoca01.html",22458000,"2013-14",29,"NYK","NBA","PF",77,77,2982,743,1643,0.452,167,415,0.402,576,1228,0.469,0.503,459,541,0.848,145,477,622,242,95,51,198,224,2112,790,790,28838,7089,15570,855,2477,6234,13093,4925,6070,1510,3663,5173,2423,868,382,2307,2368,19958,"0",0,"0","0","0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,66,66,2579,589,1414,73,228,516,1186,442,535,147,332,479,183,83,22,192,249,1693
31,"Caron Butler","SF","6-7",228,"March 13, 1980","us",12,"University of Connecticut","http://www.basketball-reference.com/players/b/butleca01.html",4500000,"2013-14",33,"TOT","NBA","SF",56,13,1419,213,540,0.394,98,249,0.394,115,291,0.395,0.485,63,75,0.84,21,208,229,82,47,17,60,120,587,786,710,26534,4410,10137,660,1907,3750,8230,2427,2869,1077,3092,4169,1918,1111,211,1542,1990,11907,"2013-14",33,"OKC","NBA","SF",18,2,419,35,108,0.324,21,59,0.356,14,49,0.286,0.421,22,28,0.786,11,47,58,15,5,2,11,33,113,65,49,2044,274,686,50,175,224,511,160,191,63,283,346,103,73,23,101,177,758
35,"Cartier Martin","SF","6-7",220,"November 20, 1984","us",6,"Kansas State University","http://www.basketball-reference.com/players/m/martica01.html",1145685,"2013-14",29,"TOT","NBA","SF",59,6,870,111,264,0.42,59,151,0.391,52,113,0.46,0.532,48,65,0.738,13,97,110,33,27,7,34,71,329,220,15,3153,415,1045,212,553,203,492,151,207,88,355,443,110,94,26,123,297,1193,"2013-14",29,"ATL","NBA","SF",3,0,15,2,3,0.667,0,0,0,2,3,0.667,0.667,0,0,0,1,2,3,0,2,0,1,2,4,3,0,15,2,3,0,0,2,3,0,0,1,2,3,0,2,0,1,2,4
25,"Chandler Parsons","SF","6-10",230,"October 25, 1988","us",3,"University of Florida","http://www.basketball-reference.com/players/p/parsoch01.html",14700000,"2013-14",25,"HOU","NBA","SF",74,74,2783,466,987,0.472,130,351,0.37,336,636,0.528,0.538,164,221,0.742,69,340,409,298,88,29,144,168,1226,213,207,7345,1170,2475,342,924,828,1551,320,454,238,875,1113,701,236,90,372,458,3002,"2013-14",25,"HOU","NBA","SF",6,6,250,46,105,0.438,13,36,0.361,33,69,0.478,0.5,11,15,0.733,6,35,41,14,4,2,5,19,116,12,12,488,88,198,29,76,59,122,20,29,13,67,80,36,5,4,23,38,225
8,"Channing Frye","PF","6-11",255,"May 17, 1983","us",8,"University of Arizona","http://www.basketball-reference.com/players/f/fryech01.html",8175476,"2013-14",30,"PHO","NBA","PF",82,82,2312,336,778,0.432,160,432,0.37,176,346,0.509,0.535,78,95,0.821,73,343,416,98,60,63,89,245,910,582,340,14268,2203,4972,614,1596,1589,3376,723,887,652,2346,2998,596,324,418,579,1686,5743,"0",0,"0","0","0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,471,48,132,30,86,18,46,17,19,11,82,93,16,12,9,8,55,143
3,"Charlie Villanueva","PF","6-11",232,"August 24, 1984","us",9,"University of Connecticut","http://www.basketball-reference.com/players/v/villach01.html",1316809,"2013-14",29,"DET","NBA","PF",20,0,180,35,92,0.38,14,56,0.25,21,36,0.583,0.457,8,14,0.571,6,28,34,6,4,5,7,16,92,530,158,12235,2377,5408,586,1708,1791,3700,746,962,741,1977,2718,506,296,312,591,1318,6086,"0",0,"0","0","0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10,"Chase Budinger","SF","6-7",209,"May 22, 1988","us",5,"University of Arizona","http://www.basketball-reference.com/players/b/budinch01.html",5e+06,"2013-14",25,"MIN","NBA","SF",41,8,751,100,254,0.394,42,120,0.35,58,134,0.433,0.476,32,39,0.821,19,84,103,31,19,2,24,58,274,274,44,5783,915,2137,337,943,578,1194,303,376,162,730,892,345,137,45,217,351,2470,"0",0,"0","0","0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11,"Chris Andersen","C","6-10",245,"July 7, 1978","us",12,"Blinn College","http://www.basketball-reference.com/players/a/anderch01.html",5375000,"2013-14",35,"MIA","NBA","C",72,0,1396,177,275,0.644,3,12,0.25,174,263,0.662,0.649,120,169,0.71,129,250,379,19,32,97,53,162,477,596,10,10625,1169,2211,7,38,1162,2173,957,1468,1055,2010,3065,277,266,910,459,1205,3302,"2013-14",35,"MIA","NBA","C",18,0,317,33,57,0.579,0,1,0,33,56,0.589,0.579,26,38,0.684,26,81,107,5,5,18,9,34,92,69,0,1171,132,205,0,2,132,203,110,159,105,228,333,23,24,87,37,154,374
1,"Chris Bosh","C","6-11",235,"March 24, 1984","us",11,"Georgia Institute of Technology","http://www.basketball-reference.com/players/b/boshch01.html",20644400,"2013-14",29,"MIA","NBA","C",79,79,2531,492,953,0.516,74,218,0.339,418,735,0.569,0.555,223,272,0.82,98,424,522,87,80,78,125,192,1281,796,784,28602,5508,11069,161,520,5347,10549,4074,5091,1833,5059,6892,1572,653,873,1634,1989,15251,"2013-14",29,"MIA","NBA","C",20,20,686,116,229,0.507,30,74,0.405,86,155,0.555,0.572,36,48,0.75,24,88,112,21,17,20,14,51,298,89,85,3131,515,1088,54,140,461,948,304,380,172,493,665,119,73,102,126,224,1388
22,"Chris Copeland","SF","6-9",239,"March 17, 1984","us",2,"University of Colorado","http://www.basketball-reference.com/players/c/copelch01.html",3135000,"2013-14",29,"IND","NBA","SF",41,0,265,55,117,0.47,33,79,0.418,22,38,0.579,0.611,10,14,0.714,7,25,32,18,3,7,14,38,153,97,13,1127,237,497,92,219,145,278,73,97,41,110,151,45,19,19,64,142,639,"2013-14",29,"IND","NBA","SF",12,0,82,12,28,0.429,6,16,0.375,6,12,0.5,0.536,6,9,0.667,1,4,5,1,3,3,5,13,36,21,1,175,24,58,17,39,7,19,8,11,3,11,14,2,8,3,9,22,73
14,"Chris Douglas-Roberts","SG","6-7",200,"January 8, 1987","us",5,"University of Memphis","http://www.basketball-reference.com/players/d/douglch01.html",915243,"2013-14",27,"CHA","NBA","SF",49,8,1016,111,252,0.44,51,132,0.386,60,120,0.5,0.542,66,82,0.805,16,103,119,51,29,16,36,61,339,210,61,4278,569,1288,83,248,486,1040,331,400,82,378,460,250,127,55,200,273,1552,"2013-14",27,"CHA","NBA","SF",4,0,70,11,16,0.688,4,8,0.5,7,8,0.875,0.813,12,14,0.857,2,6,8,2,0,0,4,11,38,4,0,70,11,16,4,8,7,8,12,14,2,6,8,2,0,0,4,11,38
23,"Chris Johnson","SF","6-6",206,"April 29, 1990","us",2,"University of Dayton","http://www.basketball-reference.com/players/j/johnsch04.html",274571,"2013-14",23,"BOS","NBA","SF",40,0,789,85,214,0.397,43,127,0.339,42,87,0.483,0.498,37,43,0.86,31,66,97,31,27,4,22,63,250,48,0,891,96,239,49,145,47,94,38,45,36,72,108,33,31,4,25,68,279,"0",0,"0","0","0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
35,"Chris Kaman","C","7-0",265,"April 28, 1982","us",11,"Central Michigan University","http://www.basketball-reference.com/players/k/kamanch01.html",4800000,"2013-14",31,"LAL","NBA","C",39,13,736,176,346,0.509,0,3,0,176,343,0.513,0.509,52,68,0.765,54,175,229,58,11,40,74,93,404,645,523,18132,3129,6431,0,20,3129,6411,1268,1703,1331,3743,5074,845,303,876,1428,1813,7526,"0",0,"0","0","0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,10,324,51,86,0,0,51,86,16,21,21,67,88,10,5,9,33,38,118
3,"Chris Paul","PG","6-0",175,"May 6, 1985","us",9,"Wake Forest University","http://www.basketball-reference.com/players/p/paulch01.html",20068563,"2013-14",28,"LAC","NBA","PG",62,62,2171,406,870,0.467,78,212,0.368,328,658,0.498,0.511,295,345,0.855,38,230,268,663,154,4,145,157,1185,617,617,22448,4036,8545,612,1712,3424,6833,2812,3280,437,2257,2694,6112,1485,54,1493,1521,11496,"2013-14",28,"LAC","NBA","PG",13,13,472,92,197,0.467,32,70,0.457,60,127,0.472,0.548,41,53,0.774,12,43,55,134,37,0,39,50,257,53,53,2056,394,824,70,184,324,640,234,286,44,212,256,515,125,3,159,159,1092
44,"Chuck Hayes","C","6-6",240,"June 11, 1983","us",9,"University of Kentucky","http://www.basketball-reference.com/players/h/hayesch01.html",5958750,"2013-14",30,"TOT","NBA","C",61,1,754,56,130,0.431,0,1,0,56,129,0.434,0.431,20,25,0.8,69,141,210,35,34,12,33,95,132,613,244,11536,1024,2056,0,14,1024,2042,308,497,1101,2083,3184,759,468,233,450,1442,2356,"2013-14",30,"TOR","NBA","C",5,0,38,2,8,0.25,0,0,0,2,8,0.25,0.25,2,2,1,4,4,8,2,3,0,1,5,6,31,11,516,31,57,0,5,31,52,4,7,38,82,120,20,28,11,16,72,66
3,"C.J. McCollum","SG","6-4",200,"September 19, 1991","us",1,"Lehigh University","http://www.basketball-reference.com/players/m/mccolcj01.html",2421000,"2013-14",22,"POR","NBA","SG",38,0,476,74,178,0.416,30,80,0.375,44,98,0.449,0.5,23,34,0.676,7,41,48,27,14,2,35,53,201,38,0,476,74,178,30,80,44,98,23,34,7,41,48,27,14,2,35,53,201,"2013-14",22,"POR","NBA","SG",6,0,24,1,11,0.091,0,5,0,1,6,0.167,0.091,2,2,1,0,1,1,0,0,0,1,2,4,6,0,24,1,11,0,5,1,6,2,2,0,1,1,0,0,0,1,2,4
0,"C.J. Miles","SG","6-6",225,"April 18, 1987","us",9,"","http://www.basketball-reference.com/players/m/milescj01.html",4205000,"2013-14",26,"CLE","NBA","SG",51,34,984,178,409,0.435,83,211,0.393,95,198,0.48,0.537,64,75,0.853,18,85,103,52,46,15,44,103,503,505,206,9847,1656,3939,543,1553,1113,2386,641,797,255,879,1134,625,369,134,468,1139,4496,"0",0,"0","0","0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,10,424,58,140,19,62,39,78,39,45,8,29,37,29,10,7,24,60,174
32,"C.J. Watson","PG","6-2",175,"April 17, 1984","us",7,"University of Tennessee","http://www.basketball-reference.com/players/w/watsocj01.html",2106720,"2013-14",29,"IND","NBA","PG",63,5,1193,146,334,0.437,53,145,0.366,93,189,0.492,0.516,69,88,0.784,19,82,101,107,60,8,60,66,414,448,72,9003,1192,2815,355,935,837,1880,612,764,174,664,838,1075,440,51,478,654,3351,"2013-14",29,"IND","NBA","PG",19,0,342,37,90,0.411,16,40,0.4,21,50,0.42,0.5,17,28,0.607,3,37,40,18,16,1,14,28,107,48,5,803,94,259,27,86,67,173,47,67,11,73,84,95,34,2,39,70,262
